,광역시/도,시/군/구,차량가격,국고보조금,지방비보조금,보조금합계,예상구매가,차종,연도
0,서울,서울특별시,"5,595",800,200,"1,000","4,595",기아 EV6 (Kia EV6),2021
0,부산,부산광역시,"5,595",800,450,"1,250","4,345",기아 EV6 (Kia EV6),2021
0,대구,대구광역시,"5,595",800,450,"1,250","4,345",기아 EV6 (Kia EV6),2021
0,인천,인천광역시,"5,595",800,480,"1,280","4,315",기아 EV6 (Kia EV6),2021
0,광주,광주광역시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,대전,대전광역시,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,울산,울산광역시,"5,595",800,550,"1,350","4,245",기아 EV6 (Kia EV6),2021
0,세종,세종특별자치시,"5,595",800,20,820,"4,775",기아 EV6 (Kia EV6),2021
0,제주,제주특별자치도,"5,595",800,450,"1,250","4,345",기아 EV6 (Kia EV6),2021
0,경기,수원시,"5,595",800,450,"1,250","4,345",기아 EV6 (Kia EV6),2021
0,경기,성남시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,의정부시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,안양시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,부천시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,광명시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,평택시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,동두천시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,안산시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,고양시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,과천시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,구리시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,남양주시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,오산시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,시흥시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,군포시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,의왕시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,하남시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,용인시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,파주시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,이천시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경기,안성시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,김포시,"5,595",800,450,"1,250","4,345",기아 EV6 (Kia EV6),2021
0,경기,화성시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,광주시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,양주시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,포천시,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,여주시,"5,595",800,400,"1,200","4,395",기아 EV6 (Kia EV6),2021
0,경기,연천군,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,가평군,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,경기,양평군,"5,595",800,500,"1,300","4,295",기아 EV6 (Kia EV6),2021
0,강원,춘천시,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,원주시,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,강릉시,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,동해시,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,태백시,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,속초시,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,삼척시,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,홍천군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,횡성군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,영월군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,평창군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,정선군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,철원군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,화천군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,양구군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,인제군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,고성군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,강원,양양군,"5,595",800,520,"1,320","4,275",기아 EV6 (Kia EV6),2021
0,충북,청주시,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,충주시,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,제천시,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,보은군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,옥천군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,증평군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,영동군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,진천군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,괴산군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,음성군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충북,단양군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충남,천안시,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,공주시,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충남,보령시,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,아산시,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,서산시,"5,595",800,"1,000","1,800","3,795",기아 EV6 (Kia EV6),2021
0,충남,논산시,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,계룡시,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,당진시,"5,595",800,"1,000","1,800","3,795",기아 EV6 (Kia EV6),2021
0,충남,금산군,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,부여군,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,서천군,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,청양군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,충남,홍성군,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,예산군,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,충남,태안군,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,전북,전주시,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,군산시,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,익산시,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,정읍시,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,남원시,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,김제시,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,완주군,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,진안군,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,무주군,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,장수군,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,임실군,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,순창군,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,고창군,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전북,부안군,"5,595",800,900,"1,700","3,895",기아 EV6 (Kia EV6),2021
0,전남,목포시,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,여수시,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,순천시,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,나주시,"5,595",800,960,"1,760","3,835",기아 EV6 (Kia EV6),2021
0,전남,광양시,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,담양군,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,곡성군,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,구례군,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,고흥군,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,보성군,"5,595",800,740,"1,540","4,055",기아 EV6 (Kia EV6),2021
0,전남,화순군,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,장흥군,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,강진군,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,해남군,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,영암군,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,무안군,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,함평군,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,영광군,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,장성군,"5,595",800,840,"1,640","3,955",기아 EV6 (Kia EV6),2021
0,전남,완도군,"5,595",800,720,"1,520","4,075",기아 EV6 (Kia EV6),2021
0,전남,진도군,"5,595",800,960,"1,760","3,835",기아 EV6 (Kia EV6),2021
0,전남,신안군,"5,595",800,10,810,"4,785",기아 EV6 (Kia EV6),2021
0,경북,포항시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,경주시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,김천시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,안동시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,구미시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,영주시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,영천시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,상주시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,문경시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,경산시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,군위군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,의성군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,청송군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,영양군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,영덕군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,청도군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,고령군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,성주군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,칠곡군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,예천군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,봉화군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,울진군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경북,울릉군,"5,595",800,"1,100","1,900","3,695",기아 EV6 (Kia EV6),2021
0,경남,창원시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,진주시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,통영시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,사천시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,김해시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,밀양시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,거제시,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,양산시,"5,595",800,700,"1,500","4,095",기아 EV6 (Kia EV6),2021
0,경남,의령군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,함안군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,창녕군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,고성군,"5,595",800,750,"1,550","4,045",기아 EV6 (Kia EV6),2021
0,경남,남해군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,경남,하동군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,경남,산청군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,경남,함양군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,거창군,"5,595",800,600,"1,400","4,195",기아 EV6 (Kia EV6),2021
0,경남,합천군,"5,595",800,800,"1,600","3,995",기아 EV6 (Kia EV6),2021
0,서울,서울특별시,"5,595",700,200,900,"4,695",기아 EV6 (Kia EV6),2022
0,부산,부산광역시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,대구,대구광역시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,인천,인천광역시,"5,595",700,360,"1,060","4,535",기아 EV6 (Kia EV6),2022
0,광주,광주광역시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,대전,대전광역시,"5,595",700,500,"1,200","4,395",기아 EV6 (Kia EV6),2022
0,울산,울산광역시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,세종,세종특별자치시,"5,595",700,200,900,"4,695",기아 EV6 (Kia EV6),2022
0,제주,제주특별자치도,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,수원시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,경기,성남시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,의정부시,"5,595",700,300,"1,000","4,595",기아 EV6 (Kia EV6),2022
0,경기,안양시,"5,595",700,300,"1,000","4,595",기아 EV6 (Kia EV6),2022
0,경기,부천시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,경기,광명시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,평택시,"5,595",700,500,"1,200","4,395",기아 EV6 (Kia EV6),2022
0,경기,동두천시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,안산시,"5,595",700,300,"1,000","4,595",기아 EV6 (Kia EV6),2022
0,경기,고양시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,경기,과천시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,구리시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,남양주시,"5,595",700,300,"1,000","4,595",기아 EV6 (Kia EV6),2022
0,경기,오산시,"5,595",700,500,"1,200","4,395",기아 EV6 (Kia EV6),2022
0,경기,시흥시,"5,595",700,300,"1,000","4,595",기아 EV6 (Kia EV6),2022
0,경기,군포시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,경기,의왕시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,경기,하남시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,용인시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,경기,파주시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,경기,이천시,"5,595",700,500,"1,200","4,395",기아 EV6 (Kia EV6),2022
0,경기,안성시,"5,595",700,500,"1,200","4,395",기아 EV6 (Kia EV6),2022
0,경기,김포시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,화성시,"5,595",700,350,"1,050","4,545",기아 EV6 (Kia EV6),2022
0,경기,광주시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,양주시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,포천시,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,여주시,"5,595",700,300,"1,000","4,595",기아 EV6 (Kia EV6),2022
0,경기,연천군,"5,595",700,400,"1,100","4,495",기아 EV6 (Kia EV6),2022
0,경기,가평군,"5,595",700,500,"1,200","4,395",기아 EV6 (Kia EV6),2022
0,경기,양평군,"5,595",700,500,"1,200","4,395",기아 EV6 (Kia EV6),2022
0,강원,춘천시,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,원주시,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,강릉시,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,동해시,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,태백시,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,속초시,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,삼척시,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,홍천군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,횡성군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,영월군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,평창군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,정선군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,철원군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,화천군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,양구군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,인제군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,고성군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,강원,양양군,"5,595",700,440,"1,140","4,455",기아 EV6 (Kia EV6),2022
0,충북,청주시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,충주시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,제천시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,보은군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,옥천군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,증평군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,영동군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,진천군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,괴산군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,음성군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충북,단양군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,천안시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,공주시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,보령시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,아산시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,서산시,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,충남,논산시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,계룡시,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,당진시,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,충남,금산군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,부여군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,서천군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,청양군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,홍성군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,예산군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,충남,태안군,"5,595",700,700,"1,400","4,195",기아 EV6 (Kia EV6),2022
0,전북,전주시,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,군산시,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,익산시,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,정읍시,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,남원시,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,김제시,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,완주군,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,진안군,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,무주군,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,장수군,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,임실군,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,순창군,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,고창군,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전북,부안군,"5,595",700,800,"1,500","4,095",기아 EV6 (Kia EV6),2022
0,전남,목포시,"5,595",700,750,"1,450","4,145",기아 EV6 (Kia EV6),2022
0,전남,여수시,"5,595",700,620,"1,320","4,275",기아 EV6 (Kia EV6),2022
0,전남,순천시,"5,595",700,650,"1,350","4,245",기아 EV6 (Kia EV6),2022
0,전남,나주시,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,광양시,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,담양군,"5,595",700,750,"1,450","4,145",기아 EV6 (Kia EV6),2022
0,전남,곡성군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,구례군,"5,595",700,750,"1,450","4,145",기아 EV6 (Kia EV6),2022
0,전남,고흥군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,보성군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,화순군,"5,595",700,750,"1,450","4,145",기아 EV6 (Kia EV6),2022
0,전남,장흥군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,강진군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,해남군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,영암군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,무안군,"5,595",700,750,"1,450","4,145",기아 EV6 (Kia EV6),2022
0,전남,함평군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,영광군,"5,595",700,750,"1,450","4,145",기아 EV6 (Kia EV6),2022
0,전남,장성군,"5,595",700,850,"1,550","4,045",기아 EV6 (Kia EV6),2022
0,전남,완도군,"5,595",700,750,"1,450","4,145",기아 EV6 (Kia EV6),2022
0,전남,진도군,"5,595",700,950,"1,650","3,945",기아 EV6 (Kia EV6),2022
0,전남,신안군,"5,595",700,750,"1,450","4,145",기아 EV6 (Kia EV6),2022
0,경북,포항시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,경주시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,김천시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,안동시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,구미시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,영주시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,영천시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,상주시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,문경시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,경산시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,군위군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,의성군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,청송군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,영양군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,영덕군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,청도군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,고령군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,성주군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,칠곡군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,예천군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,봉화군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,울진군,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경북,울릉군,"5,595",700,"1,100","1,800","3,795",기아 EV6 (Kia EV6),2022
0,경남,창원시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경남,진주시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
0,경남,통영시,"5,595",700,600,"1,300","4,295",기아 EV6 (Kia EV6),2022
